Department ID,Title,Job Type,Area of Practice,Position,Salary,Hospital Name,City,State,URL,Description,Scraped At
R-228375,Associate Veterinarian,Full time,General Practice Care,"Associate Veterinarian, DVM",Negotiable,VCA Andover Animal Hospital,Andover,Kansas,https://www.vcacareers.com/global/en/job/R-228375/Associate-Veterinarian,,"3/30/2026, 6:19:18 PM"
R-235945,Associate Veterinarian,Full time,General Practice Care,Associate Veterinarian,Negotiable,VCA Woodlands Animal Hospital,Spring,Texas,https://www.vcacareers.com/global/en/job/R-235945/Associate-Veterinarian,,"3/30/2026, 6:19:18 PM"
R-235947,Associate Veterinarian,Full time,General Practice Care,Associate Veterinarian,Negotiable,VCA Kingwood Animal Hospital,Kingwood,Texas,https://www.vcacareers.com/global/en/job/R-235947/Associate-Veterinarian,,"3/30/2026, 6:19:18 PM"
R-231697,Associate Veterinarian,Full time,General Practice Care,Associate Veterinarian,Negotiable,VCA Lovers Lane Animal Hospital,Dallas,Texas,https://www.vcacareers.com/global/en/job/R-231697/Associate-Veterinarian,,"3/30/2026, 6:19:18 PM"
R-231242,Emergency Veterinarian,Full time,Emergency Care,Emergency Veterinarian,"for this position is $66,560 - $240K (Yearly)",VCA PetCare East Veterinary Hospital,Santa Rosa,California,https://www.vcacareers.com/global/en/job/R-231242/Emergency-Veterinarian,,"3/30/2026, 6:19:18 PM"
R-231239,Associate Veterinarian,Full time,General Practice Care,Associate Veterinarian,for this position is $100k - $180K (Yearly),VCA Old River Animal Hospital,Tracy,California,https://www.vcacareers.com/global/en/job/R-231239/Associate-Veterinarian,,"3/30/2026, 6:19:18 PM"
R-230768,"Medical Director - Lansdale, PA",Full time,General Practice Care,"Medical Director - Lansdale, PA",N/A,VCA Gwynedd Animal Hospital,Lansdale,Pennsylvania,https://www.vcacareers.com/global/en/job/R-230768/Medical-Director-Lansdale-PA,,"3/30/2026, 6:19:23 PM"
R-231014,"Associate Veterinarian- Apopka, FL",Full time,General Practice Care,Associate Veterinarian,Negotiable,VCA Piedmont Animal Hospital,Apopka,Florida,https://www.vcacareers.com/global/en/job/R-231014/Associate-Veterinarian-Apopka-FL,,"3/30/2026, 6:19:23 PM"
R-223455,Associate Veterinarian,Full time,General Practice Care,Associate Veterinarian,Negotiable,VCA Oak Hills Animal Hospital,San Antonio,Texas,https://www.vcacareers.com/global/en/job/R-223455/Associate-Veterinarian,,"3/30/2026, 6:19:23 PM"
R-231980,Emergency Veterinarian,Full time,Emergency Care,Emergency Veterinarian at VCA Katonah Bedford and you’ll quickly discover that you’re well supported,Negotiable,"VCA, The Future Of Veterinary Medicine Is In Our Hands",Bedford Hills,New York,https://www.vcacareers.com/global/en/job/R-231980/Emergency-Veterinarian,,"3/30/2026, 6:19:23 PM"
R-231770,Urgent Care Veterinarian,Full time,Urgent Care,Urgent Care Veterinarian,Negotiable,Woodbridge Animal Hospital,Woodbridge,Virginia,https://www.vcacareers.com/global/en/job/R-231770/Urgent-Care-Veterinarian,,"3/30/2026, 6:19:23 PM"
R-232070,Associate Veterinarian,Full time,General Practice Care,Associate Veterinarian at VCA Lancaster and you’ll quickly discover that you’re well supported by wo,Negotiable,"VCA, The Future Of Veterinary Medicine Is In Our Hands",Lancaster,Massachusetts,https://www.vcacareers.com/global/en/job/R-232070/Associate-Veterinarian,,"3/30/2026, 6:19:23 PM"
R-232061,Associate Veterinarian,Full time,General Practice Care,Associate Veterinarian at VCA Everett and you’ll quickly discover that you’re well supported by worl,Negotiable,"VCA, The Future Of Veterinary Medicine Is In Our Hands",Everett,Massachusetts,https://www.vcacareers.com/global/en/job/R-232061/Associate-Veterinarian,,"3/30/2026, 6:19:23 PM"
R-232126,Associate Veterinarian,Full time,General Practice Care,Associate Veterinarian at VCA A Breed Apart and you’ll quickly discover that you’re well supported b,"$80,000 to $180,000 (Yearly)","VCA, The Future Of Veterinary Medicine Is In Our Hands",Pasadena,California,https://www.vcacareers.com/global/en/job/R-232126/Associate-Veterinarian,,"3/30/2026, 6:19:23 PM"
